Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount
1/16/24,1/16/24,1/17/24,,ACH Deposit,ACH,,,$400.00 
1/16/24,1/16/24,1/17/24,,ACH Deposit,ACH,,,$50.00 
1/12/24,1/12/24,1/17/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.022831,$437.99 ,($10.00)
1/12/24,1/12/24,1/17/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.594177,$16.83 ,($10.00)
1/12/24,1/12/24,1/16/24,,ACH Deposit,ACH,,,$20.00 
1/12/24,1/12/24,1/16/24,,ACH Deposit,ACH,,,$200.00 
1/11/24,1/11/24,1/16/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.022926,$436.17 ,($10.00)
1/11/24,1/11/24,1/16/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.022925,$436.20 ,($10.00)
1/11/24,1/11/24,1/16/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.603864,$16.56 ,($10.00)
1/11/24,1/11/24,1/16/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.603136,$16.58 ,($10.00)
1/11/24,1/11/24,1/12/24,,ACH Deposit,ACH,,,$20.00 
1/10/24,1/10/24,1/11/24,,ACH Deposit,ACH,,,$20.00 
1/9/24,1/9/24,1/11/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.02299,$434.96 ,($10.00)
1/9/24,1/9/24,1/11/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.607902,$16.45 ,($10.00)
1/9/24,1/9/24,1/10/24,,ACH Deposit,ACH,,,$20.00 
1/9/24,1/9/24,1/10/24,PLTR,PLTR 1/26/2024 Call $17.00,BTO,12,$0.54 ,($648.36)
1/9/24,1/9/24,1/10/24,PLTR,PLTR 1/26/2024 Call $17.00,BTO,4,$0.54 ,($216.12)
1/9/24,1/9/24,1/10/24,PLTR,PLTR 1/26/2024 Call $17.00,BTO,3,$0.54 ,($162.09)
1/9/24,1/9/24,1/10/24,PLTR,PLTR 1/26/2024 Call $17.00,BTO,1,$0.54 ,($54.03)
1/8/24,1/8/24,1/10/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.023077,$433.32 ,($10.00)
1/8/24,1/8/24,1/10/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.593119,$16.86 ,($10.00)
1/8/24,1/8/24,1/9/24,,ACH Deposit,ACH,,,$20.00 
1/8/24,1/8/24,1/9/24,,ACH Deposit,ACH,,,$200.00 
1/5/24,1/5/24,1/9/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.023252,$430.07 ,($10.00)
1/5/24,1/5/24,1/9/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.623441,$16.04 ,($10.00)
1/5/24,1/5/24,1/8/24,,ACH Deposit,ACH,,,$20.00 
1/4/24,1/4/24,1/8/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.023184,$431.33 ,($10.00)
1/4/24,1/4/24,1/8/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.608642,$16.43 ,($10.00)
1/4/24,1/4/24,1/5/24,,ACH Deposit,ACH,,,$20.00 
1/4/24,1/4/24,1/5/24,KHC,KHC 4/19/2024 Call $40.00,STC,10,$0.80 ,$799.66 
1/4/24,1/4/24,1/5/24,KHC,KHC 4/19/2024 Call $40.00,STC,5,$0.80 ,$399.83 
1/3/24,1/3/24,1/5/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.023142,$432.11 ,($10.00)
1/3/24,1/3/24,1/5/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.618811,$16.16 ,($10.00)
1/3/24,1/3/24,1/4/24,,ACH Deposit,ACH,,,$20.00 
1/2/24,1/2/24,1/4/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.023017,$434.46 ,($10.00)
1/2/24,1/2/24,1/4/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.597371,$16.74 ,($10.00)
1/2/24,1/2/24,1/3/24,,ACH Deposit,ACH,,,$20.00 
1/2/24,1/2/24,1/3/24,IONS,IONS 1/19/2024 Call $50.00,STC,2,$2.60 ,$519.92 
